693.0, 432.0
649.4312065972223, 409.0844184027778
602.1182075670747, 378.27433399542537
557.7148207563281, 339.84711580617187
523.2859417103473, 295.29305453965276
505.5852662934028, 248.03763995659722
510.1959060644532, 204.30094549804696
540.5338964083941, 174.0941201541059
584.3529563346528, 169.63513991534722
631.653791484375, 187.496114765625
676.2267492465191, 222.08351231598093
714.6553268891059, 266.63464967339416
745.4567869350001, 314.0770780650001
768.0, 357.0
790.9155815972225, 313.43120659722223
821.7256660045748, 266.11820756707465
860.1528841938282, 221.71482075632812
904.7069454603474, 187.28594171034723
951.9623600434027, 169.58526629340278
995.6990545019534, 174.19590606445317
1025.9058798458939, 204.5338964083941
1030.3648600846527, 248.3529563346528
1012.503885234375, 295.653791484375
977.9164876840191, 340.2267492465191
933.3653503266057, 378.65532688910594
885.922921935, 409.456786935
843.0, 432.0
886.5687934027778, 454.9155815972223
933.8817924329253, 485.72566600457463
978.2851792436718, 524.1528841938281
1012.7140582896528, 568.7069454603472
1030.414733706597, 615.9623600434027
1025.8040939355471, 659.6990545019532
995.4661035916058, 689.9058798458941
951.6470436653473, 694.3648600846527
904.346208515625, 676.5038852343749
859.7732507534809, 641.9164876840191
821.3446731108941, 597.3653503266058
790.5432130649999, 549.922921935
768.0, 507.0
745.0844184027779, 550.5687934027778
714.2743339954254, 597.8817924329254
675.8471158061718, 642.2851792436719
631.2930545396528, 676.7140582896527
584.0376399565972, 694.4147337065973
540.300945498047, 689.804093935547
510.09412015410584, 659.4661035916058
505.6351399153473, 615.6470436653472
523.4961147656251, 568.3462085156249
558.0835123159809, 523.7732507534809
602.6346496733942, 485.34467311089406
650.0770780650001, 454.543213065
